Sex	WeightClassKg	Best3SquatKg	Best3BenchKg	Best3DeadliftKg	Country	Date
M	118	147.42	117.93	145.15	USA	12/3/22
F	44	70	37.5	105	England	11/12/11
F	44	65	50	95	USA	11/12/11
F	47.5	62.5	35.5	82.5	Scotland	11/12/11
F	50.5	37.5	40	87.5	UK	11/12/11
F	53	105	60	125	Italy	11/12/11
F	55.5	106	70	160	England	11/12/11
F	55.5	100	60	137.5	France	11/12/11
F	55.5	100	52.5	127.5	Australia	11/12/11
F	58.5	122.5	72.5	180	Belgium	11/12/11
F	58.5	122.5	70	152.5	England	11/12/11
F	58.5	75	47.5	125	Wales	11/12/11
F	58.5	65	55	115	Ireland	11/12/11
F	63	100	72.5	145	France	11/12/11
F	63	87.5	55	120	England	11/12/11
F	70	115	62.5	167.5	Scotland	11/12/11
F	70	120	72.5	140	England	11/12/11
F	70	105	47.5	140	Scotland	11/12/11
F	70	87.5	68	132.5	Italy	11/12/11
F	70	87.5	68	132.5	Italy	11/12/11
F	70	90	65	105	England	11/12/11
F	70	90	47.5	105	England	11/12/11
F	80	147.5	92.5	190	Scotland	11/12/11
F	80	125.5	75	145	England	11/12/11
F	80	82.5	45	107.5	England	11/12/11
F	90	122.5	60	150	England	11/12/11
M	52	142.5	90	160	USA	11/12/11
M	52	125	92.5	176	Turkmenistan	11/12/11
M	56	72.5	40	95	Scotland	11/12/11
M	60	107.5	55	125	Ireland	11/12/11
M	67.5	145	120	225	Italy	11/12/11
M	67.5	165	110	215	England	11/12/11
M	67.5	150	95	220	Ireland	11/12/11
M	67.5	172.5	105	180	Moldova	11/12/11
M	67.5	140	115	180	UK	11/12/11
M	67.5	142.5	95	190	England	11/12/11
M	67.5	135	105	185	Scotland	11/12/11
M	67.5	135	90	170	Ireland	11/12/11
M	67.5	122.5	80	190	Ireland	11/12/11
M	67.5	130	90	160	Scotland	11/12/11
M	67.5	97.5	75	140	England	11/12/11
M	75	200	150	230	Wales	11/12/11
M	75	200	150	230	Wales	11/12/11
M	75	182.5	135	235	Belgium	11/12/11
M	75	180	117.5	230	Malta	11/12/11
M	75	180	117.5	230	Malta	11/12/11
M	75	155	127.5	217.5	Ireland	11/12/11
M	75	180	110	200	Turkmenistan	11/12/11
M	75	151	95	226	Canada	11/12/11
M	75	150	100	217.5	Scotland	11/12/11
M	75	160	115	190	Ireland	11/12/11
M	75	140	110	205	England	11/12/11
M	75	140	110	205	England	11/12/11
M	75	127.5	110	200	France	11/12/11
M	75	155	97.5	182.5	Ireland	11/12/11
M	75	140	112.5	180	Ireland	11/12/11
M	75	127.5	117.5	185	USA	11/12/11
M	75	150	105	170	England	11/12/11
M	75	125	115	170	Italy	11/12/11
M	75	95	65	150	UK	11/12/11
M	82.5	230	137.5	260	England	11/12/11
M	82.5	195	160	250	England	11/12/11
M	82.5	200	145	255	England	11/12/11
M	82.5	202.5	145	245	Italy	11/12/11
M	82.5	195	120	260	France	11/12/11
M	82.5	180	140	225	England	11/12/11
M	82.5	165	122.5	230	England	11/12/11
M	82.5	170	120	220	Ireland	11/12/11
M	82.5	180	102.5	227.5	USA	11/12/11
M	82.5	170	130	200	Switzerland	11/12/11
M	82.5	167.5	110	220	Ireland	11/12/11
M	82.5	170	100	220	Ireland	11/12/11
M	82.5	160	110	220	England	11/12/11
M	82.5	150	135	205	UK	11/12/11
M	82.5	167.5	105	205	Moldova	11/12/11
M	82.5	155	105	200	UK	11/12/11
M	82.5	140	110	182.5	Italy	11/12/11
M	82.5	135	90	170	England	11/12/11
M	82.5	142.5	70	180	Malta	11/12/11
M	82.5	212.5	127.5	247.5	England	11/12/11
M	90	200	140	260	Wales	11/12/11
M	90	205	115	280.5	England	11/12/11
M	90	180	140	240	Estonia	11/12/11
M	90	160	152.5	225	Turkmenistan	11/12/11
M	90	190	130	210	Estonia	11/12/11
M	90	185	125	215	Turkmenistan	11/12/11
M	90	170	150	180	UK	11/12/11
M	90	125	67.5	155	England	11/12/11
M	100	230	190	310	England	11/12/11
M	100	255	150	270	Switzerland	11/12/11
M	100	245	135	290	England	11/12/11
M	100	225	132.5	310	England	11/12/11
M	100	220	147.5	282.5	England	11/12/11
M	100	225	165	245	Italy	11/12/11
M	100	220	190	220	England	11/12/11
M	100	220	190	220	England	11/12/11
M	100	217.5	160	240	England	11/12/11
M	100	215	165	232.5	France	11/12/11
M	100	195	140	250	Estonia	11/12/11
M	100	205	105	243	USA	11/12/11
M	100	160	105	200	England	11/12/11
M	100	160	105	200	England	11/12/11
M	100	140	95	165	Russia	11/12/11
M	110	220	205	260	England	11/12/11
M	110	240	150	250	Canada	11/12/11
M	110	230	125	255	England	11/12/11
M	110	200	142.5	240	Ireland	11/12/11
M	110	220	140	220	UK	11/12/11
M	110	200	145	235	England	11/12/11
M	110	190	110	230	England	11/12/11
M	125	260	205	307.5	Wales	11/12/11
M	125	250	177.5	326	Malta	11/12/11
M	125	250	165	305	Ireland	11/12/11
M	125	250	175	250	England	11/12/11
M	125	227.5	145	250	England	11/12/11
M	125	195	155	240	Estonia	11/12/11
M	125	170	150	240	UK	11/12/11
M	125	172.5	175	205	USA	11/12/11
M	125	180	160	190	Ireland	11/12/11
M	145	220	165	265	UK	11/12/11
F	44	80	52.5	107.5	USA	11/12/11
F	58.5	150	85	182.5	Belgium	11/12/11
F	58.5	155	87.5	160	England	11/12/11
F	58.5	92.5	53	115	England	11/12/11
F	80	195	115	217.5	Scotland	11/12/11
F	80	125	50	110	England	11/12/11
M	60	107.5	85	145	England	11/12/11
M	67.5	190	128	200	Scotland	11/12/11
M	67.5	160	120	220	England	11/12/11
M	67.5	170	105	175	Moldova	11/12/11
M	67.5	150	90	170	France	11/12/11
M	75	265	150	270	Belgium	11/12/11
M	75	255	162.5	215	England	11/12/11
M	75	220	135	250	Scotland	11/12/11
M	75	235.5	140	210	Turkmenistan	11/12/11
M	75	205	145	200	England	11/12/11
M	75	180	132.5	217.5	UK	11/12/11
M	75	135	55	150	England	11/12/11
M	82.5	285	165	290	Scotland	11/12/11
M	82.5	250	180	260	England	11/12/11
M	82.5	232.5	150	242.5	England	11/12/11
M	82.5	200	155	230	England	11/12/11
M	82.5	235	122.5	222.5	Scotland	11/12/11
M	90	295	180	260	England	11/12/11
M	90	250	145	292.5	Belgium	11/12/11
M	90	235	150	255	Malta	11/12/11
M	90	235	150	255	Malta	11/12/11
M	90	250	140	200	Turkmenistan	11/12/11
M	100	287.5	195	267.5	Scotland	11/12/11
M	100	277.5	172.5	250	USA	11/12/11
M	100	200	175	255	England	11/12/11
M	100	237.5	132.5	220	USA	11/12/11
M	110	310	245.5	312.5	USA	11/12/11
M	110	320	235	300	Russia	11/12/11
M	110	327.5	232.5	265	England	11/12/11
M	110	260.5	155	280.5	England	11/12/11
M	110	230	147.5	270	England	11/12/11
M	110	230	155	255	France	11/12/11
M	125	325	215	295	Ireland	11/12/11
M	125	307.5	205	275	England	11/12/11
M	125	260	110	220	Italy	11/12/11
M	125	180	185	220	England	11/12/11
M	145	337.5	225	270	Russia	11/12/11
F	70	92.5	77.5	117.5	England	11/2/13
M	60	140	100	185	England	11/2/13
M	82.5	240	150	250	Wales	11/2/13
M	82.5	212.5	157.5	257.5	England	11/2/13
M	90	185	130	220	England	11/2/13
M	125	272.5	200	320	England	11/2/13
M	82.5	182.5	125	272.5	USA	11/2/13
F	70	92.5	77.5	117.5	England	11/2/13
M	60	140	100	185	England	11/2/13
M	82.5	240	150	250	Wales	11/2/13
M	82.5	212.5	157.5	257.5	England	11/2/13
M	90	185	130	220	England	11/2/13
M	125	272.5	200	320	England	11/2/13
M	82.5	182.5	125	272.5	USA	11/2/13
F	63	135	100	137.5	France	11/2/13
M	67.5	192.5	120	200	Scotland	11/2/13
M	67.5	142.5	82.5	162.5	Scotland	11/2/13
M	67.5	170	110	170	Ireland	11/2/13
M	75	190	165	195	USA	11/2/13
M	82.5	290.5	177.5	270	Belgium	11/2/13
M	82.5	235	150	267.5	Ireland	11/2/13
M	82.5	182.5	125	272.5	USA	11/2/13
M	82.5	182.5	125	272.5	USA	11/2/13
M	82.5	215.5	110	235	England	11/2/13
M	82.5	200	105	200	Scotland	11/2/13
M	90	303	186.5	265	France	11/2/13
M	90	295	165	292.5	Scotland	11/2/13
M	90	120	100	140	Belgium	11/2/13
M	100	262.5	167.5	245	USA	11/2/13
M	100	230	165	240	Scotland	11/2/13
M	110	290	220	260	England	11/2/13
M	110	60	60	207.5	Switzerland	11/2/13
M	125	280	240	302.5	Scotland	11/2/13
M	125	250	120	250	England	11/2/13
M	125	225	150	247.5	Ireland	11/2/13
M	125	230	100	210	Italy	11/2/13
M	125	182.5	87.5	185	USA	11/2/13
M	145	260	185	230	Scotland	11/2/13
F	47.5	70	37.5	92.5	Scotland	11/2/13
F	50.5	60	40	95.5	England	11/2/13
F	53	120	65	140	England	11/2/13
F	53	75	47.5	105	Ireland	11/2/13
F	53	70	40	110	Ireland	11/2/13
F	55.5	115.5	52.5	120	Ireland	11/2/13
F	55.5	80	55	105	Ireland	11/2/13
F	55.5	70	45	122.5	England	11/2/13
F	58.5	102.5	62.5	145	England	11/2/13
F	58.5	85.5	45	145.5	Wales	11/2/13
F	58.5	102.5	37.5	122.5	Ireland	11/2/13
F	58.5	80	47.5	120	Ireland	11/2/13
F	58.5	75	50	107.5	Ireland	11/2/13
F	63	110	60	147.5	Ireland	11/2/13
F	63	100	70.5	140	France	11/2/13
F	63	100	57.5	150	Ireland	11/2/13
F	63	92.5	50	135	Ireland	11/2/13
F	63	90	55	122.5	Ireland	11/2/13
F	63	80	47.5	115	England	11/2/13
F	70	118	65	155.5	Scotland	11/2/13
F	70	92.5	77.5	117.5	England	11/2/13
F	70	92.5	77.5	117.5	England	11/2/13
F	70	60	45	95	USA	11/2/13
F	80	145	75	170	England	11/2/13
F	80	117.5	50	152.5	Ireland	11/2/13
F	90+	102.5	62.5	160	Ireland	11/2/13
M	56	160	90	170	USA	11/2/13
M	56	110	65	155	USA	11/2/13
M	60	140	100	185	England	11/2/13
M	60	140	100	185	England	11/2/13
M	60	90	78	130	England	11/2/13
M	67.5	196	137.5	250	England	11/2/13
M	67.5	170	122.5	215	UK	11/2/13
M	67.5	155	100	205	England	11/2/13
M	67.5	147.5	90	210	Ireland	11/2/13
M	67.5	95	65	140	England	11/2/13
M	75	200	135	235	UK	11/2/13
M	75	197.5	117.5	252.5	England	11/2/13
M	75	187.5	117.5	245	England	11/2/13
M	75	182.5	135	217.5	Ireland	11/2/13
M	75	175	122.5	230	Ireland	11/2/13
M	75	175	125	225	France	11/2/13
M	75	160	115	240	Ireland	11/2/13
M	75	165	137.5	202.5	USA	11/2/13
M	75	150	115	225	UK	11/2/13
M	75	165	105	215	Ireland	11/2/13
M	75	151.5	95	215	Canada	11/2/13
M	75	132.5	95	231	Ireland	11/2/13
M	75	140	110	200	Ireland	11/2/13
M	75	155	110	170	UK	11/2/13
M	75	130	117.5	187.5	USA	11/2/13
M	75	127.5	55	155	England	11/2/13
M	75	90	60	140	Ireland	11/2/13
M	82.5	240	150	250	Wales	11/2/13
M	82.5	240	150	250	Wales	11/2/13
M	82.5	225	140	265	UK	11/2/13
M	82.5	212.5	157.5	257.5	England	11/2/13
M	82.5	212.5	157.5	257.5	England	11/2/13
M	82.5	230	130	260	Ireland	11/2/13
M	82.5	202.5	155	250	Ireland	11/2/13
M	82.5	202.5	145	250	Scotland	11/2/13
M	82.5	195	137.5	245	Switzerland	11/2/13
M	82.5	185	152.5	240	Ireland	11/2/13
M	82.5	200	130	220	Scotland	11/2/13
M	82.5	180	122.5	230	England	11/2/13
M	82.5	182.5	130	212.5	Ireland	11/2/13
M	82.5	180	125	210	Germany	11/2/13
M	82.5	175	120	215	Ireland	11/2/13
M	82.5	190	115	200	France	11/2/13
M	82.5	175	100	205	England	11/2/13
M	82.5	145	105	225	Ireland	11/2/13
M	82.5	145	72.5	165	Malta	11/2/13
M	82.5	105	70	180.5	England	11/2/13
M	82.5	130	60	60	Ireland	11/2/13
M	90	240	172.5	280	England	11/2/13
M	90	220	142.5	302.5	Ireland	11/2/13
M	90	225	170	242.5	France	11/2/13
M	90	225	155	220	Ukraine	11/2/13
M	90	190	130	272.5	Ireland	11/2/13
M	90	180	120	260	Ireland	11/2/13
M	90	180	130	245	Ireland	11/2/13
M	90	182.5	137.5	225	France	11/2/13
M	90	190	130	220	Ireland	11/2/13
M	90	185	130	220	England	11/2/13
M	90	185	130	220	England	11/2/13
M	90	160	85	170	England	11/2/13
M	90	130	90	165	Russia	11/2/13
M	90	105	85	140	Belgium	11/2/13
M	100	273.5	160	270	Switzerland	11/2/13
M	100	252.5	165	262.5	England	11/2/13
M	100	210	167.5	272.5	Ireland	11/2/13
M	100	225	135	272.5	Scotland	11/2/13
M	100	207.5	120	250	England	11/2/13
M	100	195	120	245	France	11/2/13
M	100	195	120	225	England	11/2/13
M	100	172.5	102.5	195	England	11/2/13
M	100	165	92.5	202.5	England	11/2/13
M	100	160	115	175	Italy	11/2/13
M	100	160	95	180	Ireland	11/2/13
M	110	230	222.5	270	England	11/2/13
M	110	270	195	255	England	11/2/13
M	110	225	172.5	265	England	11/2/13
M	110	250	152.5	257.5	Canada	11/2/13
M	110	232.5	167.5	252.5	Ireland	11/2/13
M	110	220	160	265	Canada	11/2/13
M	110	215	140	270	Ireland	11/2/13
M	110	200	157.5	270	Scotland	11/2/13
M	110	220	145	252.5	Scotland	11/2/13
M	110	200	155	257.5	Ireland	11/2/13
M	110	210	132.5	260	England	11/2/13
M	110	180	152.5	245	Scotland	11/2/13
M	110	200	140	225	UK	11/2/13
M	110	200	112.5	230	Ireland	11/2/13
M	110	185	110	235	England	11/2/13
M	110	150	135	225	England	11/2/13
M	125	342.5	135	337.5	USA	11/2/13
M	125	272.5	200	320	England	11/2/13
M	125	272.5	200	320	England	11/2/13
M	125	260	190	335	Ireland	11/2/13
M	125	250	152.5	300	Ireland	11/2/13
M	125	230	150	250	Ireland	11/2/13
M	125	232.5	130	250	Scotland	11/2/13
M	125	241.5	120	240	England	11/2/13
M	125	195	127.5	240	Ireland	11/2/13
M	125	200	120	250	Ireland	11/2/13
M	125	100	162.5	100	USA	11/2/13
M	145	190	155	220	Ireland	11/2/13
M	145+	235	177.5	277.5	USA	11/2/13
M	60	124.74	92.99	142.88	USA	11/13/21
M	60	124.74	92.99	142.88	USA	11/13/21
M	60	102.06	79.38	158.76	USA	11/13/21
F	75	158.76	102.06	183.7	USA	11/13/21
F	82.5	158.76	65.77	179.17	USA	11/13/21
F	82.5	122.47	63.5	147.42	USA	11/13/21
F	82.5	122.47	63.5	147.42	USA	11/13/21
M	82.5	158.76	122.47	170.1	USA	11/13/21
M	82.5	158.76	122.47	170.1	USA	11/13/21
M	125	260.82	197.31	317.51	USA	11/13/21
M	125	226.8	192.78	208.65	USA	11/13/21
F	34	58.97	29.48	74.84	USA	11/11/16
F	48	97.52	61.23	115.67	USA	11/11/16
F	48	97.52	61.23	115.67	USA	11/11/16
F	52	81.65	47.63	106.59	USA	11/11/16
F	60	124.74	68.04	142.88	USA	11/11/16
F	60	81.65	54.43	115.67	USA	11/11/16
F	67.5	145.15	70.31	170.1	USA	11/11/16
F	67.5	92.99	61.23	111.13	USA	11/11/16
F	67.5	99.79	54.43	142.88	USA	11/11/16
F	75	133.81	70.31	158.76	USA	11/11/16
F	75	88.45	61.23	120.2	USA	11/11/16
F	82.5	140.61	79.38	170.1	USA	11/11/16
F	82.5	129.27	65.77	163.29	USA	11/11/16
F	82.5	129.27	65.77	163.29	USA	11/11/16
F	82.5+	140.61	68.04	151.95	USA	11/11/16
F	82.5+	97.52	56.7	120.2	USA	11/11/16
F	67.5		54.43		Brazil	11/11/16
F	75		40.82		USA	11/11/16
M	56	81.65	43.09	92.99	USA	11/11/16
M	56	147.42	83.91	147.42	USA	11/11/16
M	56	147.42	83.91	147.42	USA	11/11/16
M	67.5	233.6	122.47	238.14	USA	11/11/16
M	67.5	233.6	122.47	238.14	USA	11/11/16
M	67.5	136.08	81.65	147.42	USA	11/11/16
M	67.5	163.29	88.45	185.97	USA	11/11/16
M	67.5	179.17	106.59	219.99	USA	11/11/16
M	67.5	179.17	106.59	219.99	USA	11/11/16
M	67.5	188.24	113.4	61.23	USA	11/11/16
M	67.5	215.46	129.27	226.8	USA	11/11/16
M	67.5	58.97	31.75	70.31	USA	11/11/16
M	75	176.9	115.67	229.06	USA	11/11/16
M	75	138.35	74.84	197.31	USA	11/11/16
M	75	133.81	127.01	192.78	USA	11/11/16
M	75	161.03	117.93	240.4	USA	11/11/16
M	75	192.78	111.13	183.7	USA	11/11/16
M	75	167.83	95.25	190.51	USA	11/11/16
M	75	86.18	97.52	138.35	USA	11/11/16
M	75	170.1	129.27	231.33	USA	11/11/16
M	82.5	136.08	106.59	154.22	USA	11/11/16
M	82.5	136.08	106.59	154.22	USA	11/11/16
M	82.5	201.85	185.97	256.28	USA	11/11/16
M	82.5	201.85	185.97	256.28	USA	11/11/16
M	82.5	201.85	185.97	256.28	USA	11/11/16
M	82.5	226.8	165.56	256.28	USA	11/11/16
M	82.5	161.03	129.27	210.92	USA	11/11/16
M	90	201.85	129.27	210.92	USA	11/11/16
M	90	188.24	115.67	206.38	USA	11/11/16
M	90	188.24	115.67	206.38	USA	11/11/16
M	90	206.38	131.54	247.21	USA	11/11/16
M	90	181.44	102.06	158.76	USA	11/11/16
M	90	174.63	97.52	204.12	USA	11/11/16
M	90	188.24	129.27	217.72	Canada	11/11/16
M	100	199.58	151.95	206.38	USA	11/11/16
M	100	204.12	154.22	215.46	USA	11/11/16
M	100	235.87	188.24	229.06	USA	11/11/16
M	100	106.59	133.81	136.08	USA	11/11/16
M	100	181.44	133.81	197.31	USA	11/11/16
M	100	192.78	111.13	204.12	Chile	11/11/16
M	100	226.8	165.56	219.99	USA	11/11/16
M	110	238.14	163.29	249.48	USA	11/11/16
M	110	251.74	154.22	294.84	USA	11/11/16
M	110	238.14	142.88	235.87	USA	11/11/16
M	110	181.44	124.74	185.97	USA	11/11/16
M	110	127.01	102.06	163.29	USA	11/11/16
M	110	251.74	154.22	294.84	USA	11/11/16
M	110	251.74	154.22	294.84	USA	11/11/16
M	110	249.48	158.76	278.96	USA	11/11/16
M	125	142.88	179.17	124.74	USA	11/11/16
M	125	299.37	231.33	269.89	Brazil	11/11/16
M	125	206.38	131.54	263.08	USA	11/11/16
M	125	285.76	192.78	324.32	USA	11/11/16
M	125	174.63	120.2	192.78	USA	11/11/16
M	140	306.17	124.74	294.84	USA	11/11/16
M	140	265.35	158.76	256.28	USA	11/11/16
M	140	265.35	158.76	256.28	USA	11/11/16
M	140+	226.8	138.35	197.31	USA	11/11/16
M	140+	240.4	210.92	265.35	USA	11/11/16
M	140+	240.4	210.92	274.42	USA	11/11/16
M	140+	240.4	210.92	274.42	USA	11/11/16
M	140+		185.97		USA	11/11/16
M	140+		263.08		USA	11/11/16
M	75		47.63	79.38	USA	11/11/16
M	82.5		161.03	265.35	USA	11/11/16
M	90		120.2	215.46	USA	11/11/16
M	110		52.16	108.86	USA	11/11/16
M	125		181.44	258.55	USA	11/11/16
M	125		192.78	319.78	USA	11/11/16
F	82.5+	172.37	88.45	163.29	USA	11/11/17
F	82.5		86.18	165.56	USA	11/11/17
M	60	138.35	90.72	138.35	USA	11/11/17
M	60	138.35	90.72	138.35	USA	11/11/17
M	67.5	138.35	79.38	158.76	USA	11/11/17
M	75	219.99	142.88	251.74	France	11/11/17
M	75	113.4	104.33	172.37	USA	11/11/17
M	90	204.12	140.61	222.26	USA	11/11/17
M	90	129.27	61.24	122.47	USA	11/11/17
M	100	265.35	138.35	312.98	USA	11/11/17
M	100	226.8	156.49	238.14	USA	11/11/17
M	100	183.71	165.56	195.04	USA	11/11/17
M	110	151.95	120.2	156.49	USA	11/11/17
M	125	385.55	181.44	306.18	USA	11/11/17
M	125	235.87	154.22	235.87	USA	11/11/17
M	125	385.55	181.44	306.18	USA	11/11/17
M	125	161.03	106.59	206.38	USA	11/11/17
M	140	260.82	192.78	278.96	Georgia	11/11/17
M	67.5		79.38	158.76	USA	11/11/17
M	90		163.29	229.06	USA	11/11/17
M	125		106.59	206.38	USA	11/11/17
F	52	95.25	40.82	106.59	USA	6/28/08
F	67.5	204.12	165.56	183.7	USA	6/28/08
F	75	238.14	158.76	192.78	USA	6/28/08
M	75	226.8	165.56	238.14	USA	6/28/08
M	82.5	174.63	131.54	210.92	Ukraine	6/28/08
M	125	272.16	199.58	267.62	USA	6/28/08
M	82.5	258.55	167.83	195.04	USA	6/28/08
M	140	299.37	188.24	254.01	USA	6/28/08
M	125	272.16	181.44	240.4	USA	6/28/08
M	90	260.82	192.78	265.35	USA	6/28/08
M	100	362.87	61.23	306.17	USA	6/28/08
M	125	419.57	328.85	340.19	USA	6/28/08
M	82.5	174.63	131.54	210.92	Ukraine	6/28/08
M	67.5	181.44	61.23	165.56	USA	6/28/08
F	90	167.83	56.7	174.63	USA	9/22/18
F	90+	136.08	68.04	140.61	Canada	9/22/18
F	90+	136.08	68.04	140.61	Canada	9/22/18
F	60	127.01	52.16	145.15	USA	9/22/18
F	75	181.44	113.4	205.25	USA	9/22/18
F	60	127.01	52.16	145.15	USA	9/22/18
M	75	167.83	115.67	183.7	USA	9/22/18
M	110	185.97	113.4	206.38	USA	9/22/18
M	125	229.06	113.4	226.8	USA	9/22/18
M	100	165.56	83.91	142.88	USA	9/22/18
M	82.5	215.46	156.49	215.46	USA	9/22/18
M	90	174.63	74.84	136.08	USA	9/22/18
M	100	283.5	136.08	260.82	USA	9/22/18
M	125	265.35	176.9	265.35	USA	9/22/18
M	90	299.37	206.38	294.84	USA	9/22/18
M	90	272.16	165.56	288.03	USA	9/22/18
M	90	249.48	195.04	272.16	USA	9/22/18
M	125	226.8	172.37	244.94	USA	9/22/18
M	140	376.48	165.56	288.03	USA	9/22/18
M	90	249.48	195.04	272.16	USA	9/22/18
M	125	226.8	172.37	244.94	USA	9/22/18
M	110	464.93	335.66	403.7	USA	9/22/18
M	110	326.59	197.31	317.51	USA	9/22/18
M	125	351.53	219.99	276.69	USA	9/22/18
M	110	326.59	197.31	317.51	USA	9/22/18
M	110	353.8	242.67	238.14	USA	9/22/18
M	75	226.8	165.56	247.21	USA	9/22/18
F	52	106.59	52.16	92.99	USA	6/27/09
F	60	113.4	90.72	124.74	USA	6/27/09
F	75	258.55	151.95	183.7	USA	6/27/09
M	90	328.85	199.58	258.55	USA	6/27/09
M	90	192.78	156.49	201.85	USA	6/27/09
M	125	317.51	213.19	272.16	USA	6/27/09
M	82.5	222.26	176.9	254.01	Ukraine	6/27/09
M	75	231.33	163.29	226.8	USA	6/27/09
M	82.5	201.85	140.61	210.92	Ukraine	6/27/09
M	125	229.06	183.7	251.74	USA	6/27/09
M	90	299.37	195.04	260.82	USA	6/27/09
M	100	322.05	192.78	283.5	USA	6/27/09
M	100	322.05	192.78	283.5	USA	6/27/09
M	125	308.44	158.76	226.8	USA	6/27/09
M	125	317.51	213.19	272.16	USA	6/27/09
M	82.5	247.21	81.65	238.14	USA	6/27/09
M	67.5	170.1	61.23	174.63	USA	6/27/09
M	82.5	201.85	140.61	210.92	Ukraine	6/27/09
M	90	254.01	185.97	258.55	USA	6/27/09
M	110	229.06	167.83	254.01	USA	6/27/09
M	110	229.06	167.83	254.01	USA	6/27/09
M	82.5	362.87	240.4	303.91	USA	6/27/09
M	82.5	335.66	247.21	247.21	USA	6/27/09
M	125	449.06	358.34	360.61	USA	6/27/09
M	125	453.59	371.95	340.19	USA	6/27/09
M	140	435.45	317.51	344.73	USA	6/27/09
M	140+	487.61	390.09	347	USA	6/27/09
F	90	249.48	129.27	242.67	USA	6/27/09
F	67.5	113.4	54.43	113.4	USA	10/12/19
F	75	131.54	86.18	142.88	USA	10/12/19
F	90+	129.27	68.04	147.42	USA	10/12/19
F	90+	129.27	68.04	147.42	USA	10/12/19
F	56	86.18	40.82	102.06	USA	10/12/19
F	52	86.18	63.5	124.74	USA	10/12/19
F	60	102.06	61.23	142.88	USA	10/12/19
F	67.5	131.54	70.31	136.08	USA	10/12/19
F	67.5	181.44	45.36	158.76	USA	10/12/19
F	67.5	181.44	45.36	158.76	USA	10/12/19
M	52	52.16	27.22	61.23	USA	10/12/19
M	110	226.8	115.67	201.85	USA	10/12/19
M	60	113.4	83.91	145.15	USA	10/12/19
M	90	129.27	102.06	181.44	USA	10/12/19
M	75	158.76	102.06	181.44	USA	10/12/19
M	90	151.95	102.06	215.46	USA	10/12/19
M	90	174.63	70.31	124.74	USA	10/12/19
M	125	340.19	226.8	340.19	USA	10/12/19
M	82.5	317.51	163.29	265.35	USA	10/12/19
M	90	265.35	185.97	278.96	USA	10/12/19
M	100	308.44	217.72	272.16	USA	10/12/19
M	100	299.37	172.37	299.37	USA	10/12/19
M	100	249.48	190.51	308.44	USA	10/12/19
M	125	292.57	195.04	301.64	USA	10/12/19
M	125	251.74	142.88	306.17	USA	10/12/19
M	125	251.74	142.88	306.17	USA	10/12/19
M	82.5	201.85	138.35	224.53	USA	10/12/19
M	90	190.51	122.47	249.48	USA	10/12/19
M	100	290.3	188.24	308.44	USA	10/12/19
M	125	235.87	174.63	244.94	USA	10/12/19
M	140+	229.06	124.74	226.8	USA	10/12/19
M	82.5	201.85	138.35	224.53	USA	10/12/19
M	100	408.23	244.94	299.37	USA	10/12/19
M	140	498.95	365.14	317.51	USA	10/12/19
M	140	385.55	272.16	310.71	USA	10/12/19
M	140	306.17	233.6	283.5	USA	10/12/19
M	140+	421.84	272.16	281.23	USA	10/12/19
M	75	170	135	200	Canada	4/29/17
M	67.5	195	87.5	235	USA	4/29/17
M	82.5	195	155	200	Canada	4/29/17
M	110	265	180	282.5	Canada	4/29/17
F	44	90	50	110	USA	4/29/17
F	75	160	115	177.5	USA	4/29/17
F	90+	227.5	97.5	212.5	USA	4/29/17
M	110	272.5	180	325	Canada	4/29/17
M	110	320	195	340	Canada	4/29/17
M	125	312.5	220	342.5	Canada	4/29/17
M	140+	330	182.5	340	England	4/29/17
M	125	250	155	255	Austria	4/29/17
M	140	460	345	332.5	Canada	4/29/17
M	125	397.5	330	250	USA	4/29/17
F	53	157	85	185	Australia	10/10/18
F	58	135	120	140	Nauru	10/10/18
F	64	105	65	155	USA	10/10/18
F	64	135	57.5	167.5	USA	10/10/18
F	72	167.5	85	190	Australia	10/10/18
F	72	157.5	95	173.5	Australia	10/10/18
F	72	150	65	165	Australia	10/10/18
F	84	157.5	85	175	Australia	10/10/18
F	100+	222.5	105	175	Nauru	10/10/18
M	69	222.5	132.5	245	Australia	10/10/18
M	85	140	145	190	Australia	10/10/18
M	85	227	125	220	Nauru	10/10/18
M	85	127.5	157.5	140	USA	10/10/18
M	94	257.5	150	320	Australia	10/10/18
M	105	265	145	280	Australia	10/10/18
M	105	182.5	80	207.5	USA	10/10/18
M	85	270	155	320	Nauru	10/10/18
M	105	302.5	205	300	China	10/10/18
M	105	170	155	270	Australia	10/10/18
M	105	200	140	245	USA	10/10/18
M	120	260	155	250	China	10/10/18
M	120	322.5	195	335	Australia	10/10/18
M	120+	425	272	320	Nauru	10/10/18
M	120+		227.5		USA	10/10/18
M	120		162.5		USA	10/10/18
M	120+		237.5		USA	10/10/18
M	120+		200		USA	10/10/18
M	120+		272		Nauru	10/10/18
